week_ending_date,Manager,InShop,Driver,Tax,DMR,Penalty Pay,Total,Vacation,Training Pay,Vacation Tax,Training Tax,Total Vacation/Training,Total Labor Cost
01/05/2016,1556.6667,1115.4084,1092.7185,431.0689,327.35,0.0,4523.212500000001,0.0,0.0,0.0,0.0,0.0,4523.212500000001
01/12/2016,1515.8332,1173.9161,1185.4487,443.7102,359.56,0.0,4678.4682,0.0,0.0,0.0,0.0,0.0,4678.4682
01/19/2016,1519.6667,1170.1364,1173.1923,442.313,384.65,0.0,4689.9583999999995,0.0,0.0,0.0,0.0,0.0,4689.9583999999995
01/26/2016,1574.0,854.7847,1168.362,411.8733,417.54,0.0,4426.56,130.0,0.0,14.885,0.0,144.885,4571.445000000001
02/02/2016,1572.1819,1026.5306,1120.6309,425.8648,401.17,0.0,4546.3782,0.0,330.0,0.0,37.785,367.78499999999997,4914.1632
02/09/2016,1488.5001,1094.0837,1167.9437,429.4354,403.37,0.0,4583.3329,0.0,230.0,0.0,26.335,256.335,4839.6679
02/16/2016,1513.0,1109.6165,1133.286,430.0508,416.19,0.0,4602.1433,0.0,0.0,0.0,0.0,0.0,4602.1433
02/23/2016,1467.5001,922.1329,1167.7635,407.3219,426.7,0.0,4391.4184,100.0,130.0,11.45,14.885,256.335,4647.7534
03/01/2016,1518.8333,1112.7225,1120.4531,429.605,382.52,0.0,4564.133900000001,0.0,0.0,0.0,0.0,0.0,4564.133900000001
03/08/2016,1516.1665,1083.0753,1239.6073,439.5482,407.69,0.0,4686.087299999999,0.0,0.0,0.0,0.0,0.0,4686.087299999999
03/15/2016,1554.0114,1094.1496,1103.5329,429.569,438.64,0.0,4619.902900000001,0.0,0.0,0.0,0.0,0.0,4619.902900000001
03/22/2016,1504.9999,1014.9284,1310.8619,438.6255,488.07,0.0,4757.4857,0.0,0.0,0.0,0.0,0.0,4757.4857
03/29/2016,1515.3334,1144.6478,1162.5809,437.6834,419.13,0.0,4679.3755,0.0,130.0,0.0,14.885,144.885,4824.2605
04/05/2016,1517.1667,1159.619,1114.3504,434.0851,421.49,0.0,4646.7112,0.0,0.0,0.0,0.0,0.0,4646.7112
04/12/2016,1521.0,1265.7885,1018.0537,435.6544,337.09,0.0,4577.5866000000005,0.0,0.0,0.0,0.0,0.0,4577.5866000000005
04/19/2016,1556.6874,1099.9427,1138.0092,434.4862,371.35,0.0,4600.4755000000005,0.0,0.0,0.0,0.0,0.0,4600.4755000000005
04/26/2016,1607.4459,1197.7529,1290.7187,468.9826,394.65,0.0,4959.5500999999995,0.0,0.0,0.0,0.0,0.0,4959.5500999999995
05/03/2016,1519.8334,1113.1244,1326.3199,453.3373,407.31,0.0,4819.925,0.0,0.0,0.0,0.0,0.0,4819.925
05/10/2016,1519.5,1129.8363,1197.212,440.4298,349.53,0.0,4636.5081,0.0,0.0,0.0,0.0,0.0,4636.5081
05/17/2016,1541.2947,1309.9274,1112.296,453.8228,412.72,0.0,4830.0609,0.0,0.0,0.0,0.0,0.0,4830.0609
05/24/2016,1543.2574,1240.8299,1291.6202,466.6685,414.17,0.0,4956.546,0.0,0.0,0.0,0.0,0.0,4956.546
05/31/2016,1458.0,1153.9348,1287.3726,446.4707,416.86,0.0,4762.638099999999,260.0,0.0,29.77,0.0,289.77,5052.408099999999
06/07/2016,1588.8793,1162.5488,1339.9056,468.4577,411.37,0.0,4971.1614,200.0,0.0,22.9,0.0,222.9,5194.0614
06/14/2016,1520.8273,1188.5834,1316.0078,460.9104,389.02,0.0,4875.348899999999,0.0,0.0,0.0,0.0,0.0,4875.348899999999
06/21/2016,1512.4778,1178.1712,1266.2937,453.0699,410.28,0.0,4820.2926,100.0,0.0,11.45,0.0,111.45,4931.7426
06/28/2016,1438.7695,1122.6254,1292.1179,441.2272,400.58,0.0,4695.320000000001,130.0,0.0,14.885,0.0,144.885,4840.205000000001
07/05/2016,1421.0001,1301.2591,1206.241,449.8133,332.95,0.0,4711.2635,0.0,0.0,0.0,0.0,0.0,4711.2635
07/12/2016,1527.7367,1287.4861,1157.4494,454.871,422.41,0.0,4849.9532,0.0,0.0,0.0,0.0,0.0,4849.9532
07/19/2016,1616.0463,1419.6775,1109.1282,474.5856,410.95,0.0,5030.3876,0.0,0.0,0.0,0.0,0.0,5030.3876
07/26/2016,1589.5611,1349.7097,1170.2685,470.5422,415.09,0.0,4995.1715,0.0,0.0,0.0,0.0,0.0,4995.1715
08/02/2016,1512.8334,1271.7062,1227.3946,459.3665,364.5,0.0,4835.8007,0.0,0.0,0.0,0.0,0.0,4835.8007
08/09/2016,1583.5555,1270.3073,1239.9102,468.737,429.02,0.0,4991.530000000001,0.0,0.0,0.0,0.0,0.0,4991.530000000001
08/16/2016,1608.4621,1171.4586,1203.7875,456.1346,387.73,0.0,4827.5728,0.0,0.0,0.0,0.0,0.0,4827.5728
08/23/2016,1558.6667,962.3985,1267.7837,433.8232,401.95,0.0,4624.6221,0.0,0.0,0.0,0.0,0.0,4624.6221
08/30/2016,1531.756,848.0037,1288.893,420.0607,396.35,0.0,4485.0634,0.0,0.0,0.0,0.0,0.0,4485.0634
09/06/2016,1477.5985,971.327,1281.3754,427.1195,409.08,0.0,4566.5004,260.0,0.0,29.77,0.0,289.77,4856.270399999999
09/13/2016,1516.3525,906.8605,1238.3033,419.2436,380.59,0.0,4461.3499,0.0,0.0,0.0,0.0,0.0,4461.3499
09/20/2016,1520.9816,760.5659,1253.6261,404.7774,402.67,0.0,4342.621,0.0,0.0,0.0,0.0,0.0,4342.621
09/27/2016,1504.4656,894.0641,1174.221,409.08,403.58,0.0,4385.4107,0.0,0.0,0.0,0.0,0.0,4385.4107
10/04/2016,1465.7328,986.9728,951.8072,389.8167,404.75,0.0,4199.0795,0.0,0.0,0.0,0.0,0.0,4199.0795
10/11/2016,1492.993,919.0452,1203.7088,414.003,407.73,0.0,4437.4800000000005,0.0,0.0,0.0,0.0,0.0,4437.4800000000005
10/18/2016,1496.2843,964.5075,1200.9774,419.2726,387.76,0.0,4468.8018,0.0,0.0,0.0,0.0,0.0,4468.8018
10/25/2016,1515.6464,915.6202,1214.2404,417.4106,410.21,0.0,4473.1276,0.0,0.0,0.0,0.0,0.0,4473.1276
11/01/2016,1444.8334,924.6426,1182.1423,406.6603,396.96,0.0,4355.2386,100.0,0.0,11.45,0.0,111.45,4466.6885999999995
11/08/2016,1509.6152,1058.4882,1255.7054,437.8261,411.72,0.0,4673.3549,0.0,0.0,0.0,0.0,0.0,4673.3549
11/15/2016,1498.5,979.0913,1246.5007,426.4085,385.08,0.0,4535.5805,100.0,0.0,11.45,0.0,111.45,4647.0305
11/22/2016,1526.6222,963.9594,1255.7647,428.9567,385.26,0.0,4560.563,0.0,0.0,0.0,0.0,0.0,4560.563
11/29/2016,1215.2556,855.0382,855.2618,334.9761,270.53,0.0,3531.0616999999993,330.0,0.0,37.785,0.0,367.78499999999997,3898.846699999999
12/06/2016,1497.9377,1149.7558,1153.461,435.2322,426.28,0.0,4662.6667,0.0,0.0,0.0,0.0,0.0,4662.6667
12/13/2016,1505.0828,1096.2207,1181.5547,433.1373,432.7,0.0,4648.6955,0.0,0.0,0.0,0.0,0.0,4648.6955
12/20/2016,1498.9324,1144.9443,1145.2659,433.8568,401.24,0.0,4624.2394,0.0,0.0,0.0,0.0,0.0,4624.2394
12/27/2016,1294.1667,1017.4656,1046.4436,384.4997,321.85,0.0,4064.4256,0.0,100.0,0.0,11.45,111.45,4175.8756
